,type,name,continent,iso_country,iso_region,iata_code,coordinates
6187,medium_airport,Aleknagik / New Airport,,US,US-AK,WKK,"59.2826004028, -158.617996216"
10435,medium_airport,Honiara International Airport,OC,SB,SB-CT,HIR,"-9.4280004501343, 160.05499267578"
10440,medium_airport,Munda Airport,OC,SB,SB-WE,MUA,"-8.327969551086426, 157.26300048828125"
10462,medium_airport,Hongyuan Airport,AS,CN,CN-51,AHJ,"32.53154, 102.35224"
10686,medium_airport,Nauru International Airport,OC,NR,NR-14,INU,"-0.547458, 166.919006"
11618,medium_airport,YKCY,OC,AU,AU-QLD,,"-26.971197, 152.566855"
11648,medium_airport,Alxa Left Banner Bayanhot Airport,AS,CN,CN-15,AXF,"38.74831, 105.58858"
11652,medium_airport,Buka Airport,OC,PG,PG-NSB,BUA,"-5.4223198890686035, 154.67300415039062"
11659,medium_airport,Chimbu Airport,OC,PG,PG-CPK,CMU,"-6.024290084838867, 144.9709930419922"
11668,medium_airport,Daru Airport,OC,PG,PG-WPD,DAU,"-9.08675956726, 143.207992554"
11691,medium_airport,Goroka Airport,OC,PG,PG-EHG,GKA,"-6.081689834590001, 145.391998291"
11698,medium_airport,Gurney Airport,OC,PG,PG-MBA,GUR,"-10.3114995956, 150.333999634"
11702,medium_airport,Girua Airport,OC,PG,PG-NPP,PNP,"-8.80453968048, 148.309005737"
11711,medium_airport,Kimbe Airport,OC,PG,PG-WBK,HKN,"-5.462170124053955, 150.40499877929688"
11739,medium_airport,Kerema Airport,OC,PG,PG-GPK,KMA,"-7.96361017227, 145.770996094"
11744,medium_airport,Kavieng Airport,OC,PG,PG-NIK,KVG,"-2.57940006256, 150.807998657"
11761,medium_airport,Madang Airport,OC,PG,PG-MPM,MAG,"-5.20707988739, 145.789001465"
11762,medium_airport,Mount Hagen Kagamuga Airport,OC,PG,PG-WHM,HGU,"-5.826789855957031, 144.29600524902344"
11765,medium_airport,Mendi Airport,OC,PG,PG-SHM,MDU,"-6.14774, 143.656998"
11766,medium_airport,Momote Airport,OC,PG,PG-MRL,MAS,"-2.06189, 147.423996"
11778,medium_airport,Nadzab Airport,OC,PG,PG-MPL,LAE,"-6.569803, 146.725977"
11800,large_airport,Port Moresby Jacksons International Airport,OC,PG,PG-NCD,POM,"-9.443380355834961, 147.22000122070312"
11839,medium_airport,Tokua Airport,OC,PG,PG-EBR,RAB,"-4.34045982361, 152.380004883"
11869,medium_airport,Vanimo Airport,OC,PG,PG-SAN,VAI,"-2.6926, 141.3028"
11873,medium_airport,Wapenamanda Airport,OC,PG,PG-EPW,WBM,"-5.6433000564575195, 143.89500427246094"
11875,medium_airport,Wewak International Airport,OC,PG,PG-ESW,WWK,"-3.58383011818, 143.669006348"
11911,medium_airport,Zabrat Airport,AS,AZ,AZ-BA,ZXT,"40.4955422161, 49.9768066406"
11923,medium_airport,Sital Chay Airport,AS,AZ,AZ-XIZ,,"40.8073129238, 49.431481361399996"
11931,medium_airport,Kyzylagadzh Air Base,AS,AZ,AZ-MAS,,"39.006162267899995, 48.806312084199995"
12049,medium_airport,Benguera Island Airport,AF,MZ,MZ-I,BCW,"-21.853300094604492, 35.43830108642578"
12140,medium_airport,Bezmer Air Base,EU,BG,BG-28,JAM,"42.4548988342, 26.3521995544"
12141,medium_airport,Aasiaat Airport,,GL,GL-U-A,JEG,"68.7218017578, -52.7846984863"
12149,medium_airport,Narsarsuaq Airport,,GL,GL-U-A,UAK,"61.1604995728, -45.4259986877"
12159,medium_airport,Godthaab / Nuuk Airport,,GL,GL-U-A,GOH,"64.19090271, -51.6781005859"
12197,medium_airport,Kangerlussuaq Airport,,GL,GL-U-A,SFJ,"67.0122218992, -50.7116031647"
12206,medium_airport,Thule Air Base,,GL,GL-U-A,THU,"76.5311965942, -68.7032012939"
12220,medium_airport,Akureyri Airport,EU,IS,IS-6,AEY,"65.66000366210938, -18.07270050048828"
12231,medium_airport,Egilsstaðir Airport,EU,IS,IS-7,EGS,"65.2833023071289, -14.401399612426758"
12247,medium_airport,Hornafjörður Airport,EU,IS,IS-8,HFN,"64.295601, -15.2272"
12251,medium_airport,Húsavík Airport,EU,IS,IS-6,HZK,"65.952301, -17.426001"
12257,medium_airport,Ísafjörður Airport,EU,IS,IS-4,IFJ,"66.05809783935547, -23.135299682617188"
12261,large_airport,Keflavik International Airport,EU,IS,IS-2,KEF,"63.985000610352, -22.605600357056"
12277,medium_airport,Reykjavik Airport,EU,IS,IS-1,RKV,"64.1299972534, -21.9405994415"
12284,medium_airport,Siglufjörður Airport,EU,IS,IS-6,SIJ,"66.133301, -18.9167"
12301,medium_airport,Vestmannaeyjar Airport,EU,IS,IS-8,VEY,"63.42430114746094, -20.278900146484375"
12308,large_airport,Priština International Airport,EU,XK,XK-01,PRN,"42.5728, 21.035801"
12853,medium_airport,Balbasovo Air Base,EU,BY,BY-VI,,"54.439998626708984, 30.29669952392578"
12855,medium_airport,Bobrovichi Air Base,EU,BY,BY-HO,,"52.27830123901367, 29.360000610351562"
12858,medium_airport,Osovtsy Air Base,EU,BY,BY-BR,,"52.5569992065, 24.884000778199997"
12902,medium_airport,Big Creek Airport,,BZ,BZ-SC,BGK,"16.51936912536621, -88.40791320800781"
12903,medium_airport,Caye Caulker Airport,,BZ,BZ-BZ,CUK,"17.734699249267578, -88.03250122070312"
12904,medium_airport,Caye Chapel Airport,,BZ,BZ-BZ,CYC,"17.7007999420166, -88.04109954833984"
12905,medium_airport,Corozal Municipal Airport,,BZ,BZ-CZL,CZH,"18.382200241088867, -88.41190338134766"
12906,medium_airport,Dangriga Airport,,BZ,BZ-SC,DGA,"16.98250961303711, -88.23098754882812"
12910,medium_airport,Placencia Airport,,BZ,BZ-SC,PLJ,"16.536956787109375, -88.36151123046875"
12911,medium_airport,Punta Gorda Airport,,BZ,BZ-TOL,PND,"16.102399826, -88.80829620360001"
12912,medium_airport,Sartaneja Airport,,BZ,BZ-CZL,SJX,"18.35610008239746, -88.13079833984375"
12913,medium_airport,San Pedro Airport,,BZ,BZ-CY,SPR,"17.9139, -87.9711"
12917,medium_airport,Belize City Municipal Airport,,BZ,BZ-BZ,TZA,"17.516389846801758, -88.19444274902344"
12918,medium_airport,Bazaruto Island Airport,AF,MZ,MZ-I,BZB,"-21.5411, 35.4729"
13616,large_airport,Cyll,,CA,CA-U-A,,"53.310365, -110.072021"
13618,medium_airport,Cycd,,CA,CA-BC,,"49.05497, -123.87085"
15078,medium_airport,Nanjing Air Base,AS,CN,CN-32,,"31.998300552368164, 118.81199645996094"
15079,medium_airport,Laohutun Air Base,AS,CN,CN-21,,"39.66999816894531, 121.76599884033203"
15080,medium_airport,Pulandian Air Base,AS,CN,CN-21,,"39.45090103149414, 122.01799774169922"
15082,medium_airport,Beijing Shahezhen Air Base,AS,CN,CN-11,,"40.149166107177734, 116.3213882446289"
15083,medium_airport,Beijing Tongxian Air Base,AS,CN,CN-11,,"39.81111145019531, 116.70833587646484"
15086,medium_airport,Yinchuan Hedong International Airport,AS,CN,CN-64,INC,"38.322758, 106.393214"
15087,medium_airport,Yuanmou Air Base,AS,CN,CN-53,YUA,"25.737499237061, 101.88200378418"
15088,medium_airport,Fengning Air Base,AS,CN,CN-13,,"41.260799407958984, 116.61799621582031"
15089,medium_airport,Hohhot Air Base,AS,CN,CN-15,,"40.73720169067383, 111.22899627685547"
15090,medium_airport,Huairen Air Base,AS,CN,CN-14,,"39.717498779299994, 113.142997742"
15091,medium_airport,Liangxiangzhen Air Base,AS,CN,CN-11,,"39.7578010559082, 116.1259994506836"
15093,medium_airport,Tangguantun Air Base,AS,CN,CN-12,,"38.78110122680664, 117.06800079345703"
15095,medium_airport,Wenshui Air Base,AS,CN,CN-14,,"37.407798767089844, 111.96600341796875"
15096,medium_airport,Yangcun Air Base,AS,CN,CN-12,,"39.37329864501953, 117.09500122070312"
15097,medium_airport,Yongning Air Base,AS,CN,CN-11,,"40.50310134887695, 116.10800170898438"
15099,medium_airport,Zhangjiakou Ningyuan Airport,AS,CN,CN-13,ZQZ,"40.7386016846, 114.930000305"
15100,medium_airport,Zunhua Air Base,AS,CN,CN-13,,"40.102500915527344, 117.88700103759766"
15101,medium_airport,Chengdu Air Base,AS,CN,CN-51,,"30.705299377441406, 103.94999694824219"
15102,medium_airport,Baoshan Yunduan Airport,AS,CN,CN-53,BSD,"25.053301, 99.168297"
15105,medium_airport,Chongqing Air Base,AS,CN,CN-50,,"29.49530029296875, 106.35900115966797"
15115,medium_airport,Lintsang Airfield,AS,CN,CN-53,LNJ,"23.738100051900002, 100.025001526"
15116,medium_airport,Luliang Air Base,AS,CN,CN-53,,"24.988300323486328, 103.64199829101562"
15118,medium_airport,Mengzi Air Base,AS,CN,CN-53,,"23.395299911499023, 103.33399963378906"
15120,medium_airport,Qionglai Air Base,AS,CN,CN-51,,"30.489999771118164, 103.46499633789062"
15121,medium_airport,Shigatse Air Base,AS,CN,CN-54,RKZ,"29.3519, 89.311401"
15123,medium_airport,Wenshan Air Base,AS,CN,CN-53,,"23.715599060058594, 103.8270034790039"
15124,medium_airport,Xiangyun Midu Air Base,AS,CN,CN-53,,"25.44529914855957, 100.73500061035156"
15125,medium_airport,Bao'anying Airport,AS,CN,CN-51,PZI,"26.54, 101.79852"
15128,medium_airport,Baihe Ning Ming Air Base,AS,CN,CN-45,,"22.1205997467041, 107.125"
15130,medium_airport,Changsha Datuopu Airport/AFB,AS,CN,CN-43,,"28.0688991547, 112.958000183"
15131,medium_airport,Dangyang Air Base,AS,CN,CN-42,,"30.798599243164062, 111.80999755859375"
15132,medium_airport,Foluo Northeast Air Base,AS,CN,CN-46,,"18.69219970703125, 109.16100311279297"
15136,medium_airport,Foshan Shadi Airport,AS,CN,CN-44,FUO,"23.083299636799996, 113.069999695"
15138,medium_airport,Guiping Mengshu Air Base,AS,CN,CN-45,,"23.330799102783203, 110.00900268554688"
15143,medium_airport,Huizhou Airport,AS,CN,CN-44,HUZ,"23.0499992371, 114.599998474"
15144,medium_airport,Jialaishi Air Base,AS,CN,CN-46,,"19.697200775146484, 109.72599792480469"
15146,medium_airport,Leiyang Air Base,AS,CN,CN-43,,"26.587200164794922, 112.89199829101562"
15147,medium_airport,Lingshui Air Base,AS,CN,CN-46,,"18.494400024414062, 109.98799896240234"
15149,medium_airport,Shangqiu Air Base,AS,CN,CN-41,,"34.449507, 115.459261"
15151,medium_airport,Zhengzhou Air Base,AS,CN,CN-41,,"34.86125, 113.729631"
15154,medium_airport,Shaoguan Guitou Airport,AS,CN,CN-44,HSC,"24.9785995483, 113.42099762"
15155,medium_airport,Suixi Air Base,AS,CN,CN-44,,"21.39579963684082, 110.19999694824219"
15156,medium_airport,Jinggangshan Airport,AS,CN,CN-36,JGS,"26.856899261499997, 114.736999512"
15157,medium_airport,Baise Youjiang Airport,AS,CN,CN-45,AEB,"23.7206001282, 106.959999084"
15158,large_airport,Guodu air base,AS,CN,CN-U-A,,"36.001741, 117.63201"
15160,medium_airport,Xiaogan Air Base,AS,CN,CN-42,,"30.95439910888672, 113.91100311279297"
15161,medium_airport,Baitabu Air Base,AS,CN,CN-32,,"34.5713996887207, 118.875"
15162,medium_airport,Cangxian Air Base,AS,CN,CN-13,,"38.40250015258789, 116.92900085449219"
15163,medium_airport,Dongying Shengli Airport,AS,CN,CN-37,DOY,"37.5085983276, 118.788002014"
15164,medium_airport,Jiaozhou/Jiaocheng Air Base,AS,CN,CN-37,,"36.33060073852539, 120.02400207519531"
15165,medium_airport,Jinan Air Base,AS,CN,CN-37,,"36.67919921875, 116.9209976196289"
15166,medium_airport,Jiugucheng Air Base,AS,CN,CN-13,,"37.4900016784668, 116.11799621582031"
15167,medium_airport,Kaifeng Air Base,AS,CN,CN-41,,"34.75389862060547, 114.33899688720703"
15168,medium_airport,Laiyang Air Base,AS,CN,CN-37,,"36.963600158691406, 120.59100341796875"
15169,medium_airport,Luyang Air Base,AS,CN,CN-41,,"33.68470001220703, 112.89099884033203"
15170,medium_airport,Qingdao-Cangkou Air Base,AS,CN,CN-37,,"36.15919876098633, 120.39199829101562"
15172,medium_airport,Wendeng Air Base,AS,CN,CN-37,,"37.26470184326172, 122.02300262451172"
15173,medium_airport,Xingcheng Air Base,AS,CN,CN-21,XEN,"40.580299377399996, 120.697998047"
15174,medium_airport,Xuzhou Daguozhang Air Base,AS,CN,CN-32,,"34.05889892578125, 117.55799865722656"
15175,medium_airport,Xuzhou Jiulishan Air Base,AS,CN,CN-32,,"34.23059844970703, 117.24600219726562"
15176,medium_airport,Yidu Air Base,AS,CN,CN-37,,"36.591400146484375, 118.5270004272461"
15177,medium_airport,Zhucheng Air Base,AS,CN,CN-37,,"36.02750015258789, 119.43900299072266"
15178,medium_airport,Altay Air Base,AS,CN,CN-65,AAT,"47.7498855591, 88.08580780030002"
15179,medium_airport,Baoji Air Base,AS,CN,CN-61,,"34.531700134277344, 107.47200012207031"
15180,medium_airport,Gonghe Air Base,AS,CN,CN-63,,"36.336700439453125, 100.4800033569336"
15181,medium_airport,Lanzhou Air Base,AS,CN,CN-62,,"35.91780090332031, 104.21800231933594"
15182,medium_airport,Ljtao Air Base,AS,CN,CN-62,,"35.30830001831055, 103.83599853515625"
15183,medium_airport,Qingshui Air Base,AS,CN,CN-62,,"39.5546989440918, 98.88420104980469"
15185,medium_airport,Tianshui Maijishan Airport,AS,CN,CN-62,THQ,"34.5593986511, 105.86000061"
15186,medium_airport,Urumqi South Air Base,AS,CN,CN-65,,"43.46580123901367, 87.5322036743164"
15187,medium_airport,Uxxaktal Air Base,AS,CN,CN-65,,"42.181400299072266, 87.18810272216797"
15188,medium_airport,Wugong Air Base,AS,CN,CN-61,,"34.274200439453125, 108.26599884033203"
15189,medium_airport,Wulumuqi Air Base,AS,CN,CN-65,,"43.9502983093, 87.0785980225"
15190,medium_airport,Wuwei Air Base,AS,CN,CN-62,,"37.98830032348633, 102.56700134277344"
15191,medium_airport,Xian Air Base,AS,CN,CN-61,,"34.153900146484375, 108.5989990234375"
15192,medium_airport,Xincheng Air Base,AS,CN,CN-36,,"25.54829978942871, 114.61900329589844"
15193,medium_airport,Yaerbashi Test Range,AS,CN,CN-65,,"43.07720184326172, 92.80809783935547"
15194,medium_airport,Yanliang Air Base,AS,CN,CN-61,,"34.64390182495117, 109.24299621582031"
15195,medium_airport,Zhangye Ganzhou Airport,AS,CN,CN-62,YZY,"38.8018989563, 100.675003052"
15196,medium_airport,Changzing Air Base,AS,CN,CN-33,,"30.968599319458008, 119.73100280761719"
15197,medium_airport,Daishan Air Base,AS,CN,CN-33,,"30.287799835205078, 122.1449966430664"
15198,medium_airport,Feidong Air Base,AS,CN,CN-34,,"31.909400939941406, 117.65899658203125"
15199,medium_airport,Fuzhou Air Base,AS,CN,CN-35,,"26.0044002532959, 119.31199645996094"
15200,medium_airport,Huian Air Base,AS,CN,CN-35,,"25.026100158691406, 118.80699920654297"
15201,medium_airport,Jianqiao/Hangzhou Airfield,AS,CN,CN-33,,"30.33530044555664, 120.24099731445312"
15202,medium_airport,Jiaxing Air Base,AS,CN,CN-33,,"30.706640243530273, 120.68061065673828"
15203,medium_airport,Longtian/Lung-T'ien Air Base,AS,CN,CN-35,,"25.572799682617188, 119.45999908447266"
15204,medium_airport,Longyou Air Base,AS,CN,CN-33,,"29.113100051879883, 119.177001953125"
15205,medium_airport,Mahuiling Air Base,AS,CN,CN-36,,"29.47719955444336, 115.802001953125"
15206,medium_airport,Nanchang New Airfield,AS,CN,CN-36,,"28.63559913635254, 115.93000030517578"
15207,medium_airport,Nanchang Xiangtang Air Base,AS,CN,CN-36,,"28.420799255371094, 115.92400360107422"
15208,medium_airport,Ningbo Zhangqiao Air Base,AS,CN,CN-33,,"29.922800064086914, 121.5739974975586"
15209,medium_airport,Shanghai Dachang Air Base,AS,CN,CN-31,,"31.32360076904297, 121.41100311279297"
15212,medium_airport,Zhangshu Air Base,AS,CN,CN-36,,"28.021699905395508, 115.5510025024414"
15214,medium_airport,Changchun Air Base,AS,CN,CN-22,,"43.90530014038086, 125.197998046875"
15215,medium_airport,Chifeng Air Base,AS,CN,CN-15,,"42.15890121459961, 118.84200286865234"
15216,medium_airport,Dandong Airport,AS,CN,CN-21,DDG,"40.0247, 124.286003"
15217,medium_airport,Dingxin/Shuangchengzi Air Base,AS,CN,CN-62,,"40.40140151977539, 99.78939819335938"
15218,medium_airport,Fuxin Air Base,AS,CN,CN-21,,"42.07889938354492, 121.66200256347656"
15219,medium_airport,Gongzhuling Air Base,AS,CN,CN-22,,"43.524200439453125, 124.78600311279297"
15220,medium_airport,Harbin Air Base,AS,CN,CN-23,,"45.597499847399995, 126.658996582"
15223,medium_airport,Kaiyuan Air Base,AS,CN,CN-21,,"42.52579879760742, 123.98200225830078"
15224,medium_airport,Lalin Air Base,AS,CN,CN-23,,"45.2593994140625, 126.8949966430664"
15225,medium_airport,Pingquan Air Base,AS,CN,CN-13,,"40.90079879760742, 118.68099975585938"
15226,medium_airport,Shenyang Beiling Air Base,AS,CN,CN-21,,"41.87080001831055, 123.43900299072266"
15227,medium_airport,Shenyang Yu Hung Tun Air Base,AS,CN,CN-21,,"41.8224983215332, 123.29900360107422"
15229,medium_airport,Siping Air Base,AS,CN,CN-22,,"43.156898498535156, 124.29199981689453"
15230,medium_airport,Suizhong Air Base,AS,CN,CN-21,,"40.29890060424805, 120.35900115966797"
15231,medium_airport,Tuchengzi Air Base,AS,CN,CN-21,,"38.912200927734375, 121.23899841308594"
15233,medium_airport,Sanshilipu Air Base,AS,CN,CN-21,,"39.28950119018555, 121.76100158691406"
15294,medium_airport,Brampton Airport,,CA,CA-ON,,"43.7602996826, -79.875"
16207,medium_airport,Lefkoniko Airport,AS,CY,CY-03,GEC,"35.235947, 33.724358"
16216,medium_airport,Cat Lake Airport,,CA,CA-ON,YAC,"51.72719955444336, -91.82440185546875"
16218,medium_airport,Fort Frances Municipal Airport,,CA,CA-ON,YAG,"48.65420150756836, -93.439697265625"
16219,medium_airport,La Grande-4 Airport,,CA,CA-QC,YAH,"53.754699707, -73.6753005981"
16220,medium_airport,Alert Bay Airport,,CA,CA-BC,YAL,"50.58219909667969, -126.91600036621094"
16221,medium_airport,Sault Ste Marie Airport,,CA,CA-ON,YAM,"46.48500061035156, -84.5093994140625"
16222,medium_airport,Kasabonika Airport,,CA,CA-ON,XKS,"53.52470016479492, -88.6427993774414"
16223,medium_airport,Kangirsuk Airport,,CA,CA-QC,YKG,"60.027198791503906, -69.99919891357422"
16224,medium_airport,Attawapiskat Airport,,CA,CA-ON,YAT,"52.9275016784668, -82.43190002441406"
16225,medium_airport,Liverpool South Shore Regional Airport,,CA,CA-NS,,"44.2303009033, -64.85610198970001"
16226,medium_airport,Winnipeg / St. Andrews Airport,,CA,CA-MB,,"50.0564002991, -97.03250122070001"
16228,medium_airport,Lac Du Bonnet Airport,,CA,CA-MB,,"50.2943992615, -96.0100021362"
16229,medium_airport,St. Anthony Airport,,CA,CA-NL,YAY,"51.3918991089, -56.083099365200006"
16230,medium_airport,Tofino / Long Beach Airport,,CA,CA-BC,YAZ,"49.079833, -125.775583"
16233,medium_airport,Kugaaruk Airport,,CA,CA-NU,YBB,"68.534401, -89.808098"
16234,medium_airport,Baie Comeau Airport,,CA,CA-QC,YBC,"49.13249969482422, -68.20439910888672"
16235,medium_airport,Bella Coola Airport,,CA,CA-BC,QBC,"52.387501, -126.596001"
16236,medium_airport,Uranium City Airport,,CA,CA-SK,YBE,"59.5614013671875, -108.48100280761719"
16237,medium_airport,Bonnyville Airport,,CA,CA-AB,YBY,"54.304199, -110.744003"
16238,medium_airport,CFB Bagotville,,CA,CA-QC,YBG,"48.33060073852539, -70.99639892578125"
16239,medium_airport,Baker Lake Airport,,CA,CA-NU,YBK,"64.29889678960001, -96.077796936"
16240,medium_airport,Campbell River Airport,,CA,CA-BC,YBL,"49.950801849365234, -125.27100372314453"
16243,medium_airport,Tadoule Lake Airport,,CA,CA-MB,XTL,"58.7061, -98.512199"
16244,medium_airport,Brandon Municipal Airport,,CA,CA-MB,YBR,"49.91, -99.951897"
16245,medium_airport,Brochet Airport,,CA,CA-MB,YBT,"57.8894, -101.679001"
16246,medium_airport,Nipawin Airport,,CA,CA-SK,,"53.33250045776367, -104.00800323486328"
16247,medium_airport,Berens River Airport,,CA,CA-MB,YBV,"52.358898, -97.018303"
16248,medium_airport,Calgary / Springbank Airport,,CA,CA-AB,,"51.103099823, -114.374000549"
16249,medium_airport,Lourdes de Blanc Sablon Airport,,CA,CA-QC,YBX,"51.443599700899995, -57.185298919699996"
16250,medium_airport,Cartwright Airport,,CA,CA-NL,YRF,"53.68280029296875, -57.041900634765625"
16251,medium_airport,Cambridge Bay Airport,,CA,CA-NU,YCB,"69.1081008911, -105.138000488"
16252,medium_airport,Cornwall Regional Airport,,CA,CA-ON,YCC,"45.09280014038086, -74.56330108642578"
16253,medium_airport,Nanaimo Airport,,CA,CA-BC,YCD,"49.054970224899996, -123.869862556"
16254,medium_airport,Centralia / James T. Field Memorial Aerodrome,,CA,CA-ON,YCE,"43.285599, -81.508301"
16255,medium_airport,Castlegar/West Kootenay Regional Airport,,CA,CA-BC,YCG,"49.2963981628, -117.632003784"
16256,medium_airport,Miramichi Airport,,CA,CA-NB,YCH,"47.007801, -65.449203"
16258,medium_airport,Charlo Airport,,CA,CA-NB,YCL,"47.990799, -66.330299"
16259,medium_airport,Cochrane Airport,,CA,CA-ON,YCN,"49.10559844970703, -81.01360321044922"
16260,medium_airport,Kugluktuk Airport,,CA,CA-NU,YCO,"67.816704, -115.143997"
16261,medium_airport,Blue River Airport,,CA,CA-BC,,"52.11669921875, -119.28299713134766"
16262,medium_airport,Chetwynd Airport,,CA,CA-BC,YCQ,"55.687198638916016, -121.62699890136719"
16263,medium_airport,Cross Lake (Charlie Sinclair Memorial) Airport,,CA,CA-MB,YCR,"54.610599517822266, -97.76080322265625"
16264,medium_airport,Chesterfield Inlet Airport,,CA,CA-NU,YCS,"63.346900939899996, -90.73110198970001"
16269,medium_airport,Clyde River Airport,,CA,CA-NU,YCY,"70.4860992432, -68.5167007446"
16272,medium_airport,Dawson City Airport,,CA,CA-YT,YDA,"64.04309844970703, -139.1280059814453"
16273,medium_airport,Burwash Airport,,CA,CA-YT,YDB,"61.37110137939453, -139.04100036621094"
16274,medium_airport,Princeton Airport,,CA,CA-BC,,"49.4681015015, -120.511001587"
16275,medium_airport,Deer Lake Airport,,CA,CA-NL,YDF,"49.21080017089844, -57.39139938354492"
16278,medium_airport,Ross River Airport,,CA,CA-YT,XRR,"61.9706001282, -132.42300415"
16279,medium_airport,Dauphin Barker Airport,,CA,CA-MB,YDN,"51.100799560546875, -100.052001953125"
16280,medium_airport,Dolbeau St Felicien Airport,,CA,CA-QC,YDO,"48.778499603271, -72.375"
16281,medium_airport,Nain Airport,,CA,CA-NL,YDP,"56.549198150634766, -61.680301666259766"
16282,medium_airport,Dawson Creek Airport,,CA,CA-BC,YDQ,"55.7422981262207, -120.18299865722656"
16285,medium_airport,Huronia Airport,,CA,CA-ON,,"44.6833000183, -79.9282989502"
16286,large_airport,Edmonton International Airport,,CA,CA-AB,YEG,"53.309700012200004, -113.580001831"
16287,medium_airport,Arviat Airport,,CA,CA-NU,YEK,"61.0942001343, -94.07080078119999"
16288,medium_airport,Elliot Lake Municipal Airport,,CA,CA-ON,YEL,"46.351398468, -82.5614013672"
16289,medium_airport,Manitoulin East Municipal Airport,,CA,CA-ON,YEM,"45.84280014038086, -81.85810089111328"
16290,medium_airport,Estevan Airport,,CA,CA-SK,YEN,"49.2103004456, -102.966003418"
16291,medium_airport,Fort Severn Airport,,CA,CA-ON,YER,"56.01890182495117, -87.67610168457031"
16293,medium_airport,Edson Airport,,CA,CA-AB,YET,"53.578899383499994, -116.464996338"
16295,medium_airport,Inuvik Mike Zubko Airport,,CA,CA-NT,YEV,"68.30419921880001, -133.483001709"
16296,medium_airport,Amos/Magny Airport,,CA,CA-QC,YEY,"48.563903, -78.249702"
16297,medium_airport,Fort Albany Airport,,CA,CA-ON,YFA,"52.20140075683594, -81.6968994140625"
16298,medium_airport,Iqaluit Airport,,CA,CA-NU,YFB,"63.756402, -68.555801"
16299,medium_airport,Fredericton Airport,,CA,CA-NB,YFC,"45.868900299072266, -66.53720092773438"
16301,medium_airport,Forestville Airport,,CA,CA-QC,YFE,"48.74610137939453, -69.09719848632812"
16302,medium_airport,Fort Hope Airport,,CA,CA-ON,YFH,"51.5619010925293, -87.90779876708984"
16303,medium_airport,La Macaza / Mont-Tremblant International Inc Airport,,CA,CA-QC,YTM,"46.409400939899996, -74.7799987793"
16304,medium_airport,Flin Flon Airport,,CA,CA-MB,YFO,"54.6781005859375, -101.68199920654297"
16305,medium_airport,Fort Resolution Airport,,CA,CA-NT,YFR,"61.1808013916, -113.690002441"
16306,medium_airport,Fort Simpson Airport,,CA,CA-NT,YFS,"61.76020050048828, -121.23699951171875"
16307,medium_airport,Makkovik Airport,,CA,CA-NL,YMN,"55.076900482177734, -59.1864013671875"
16308,medium_airport,Texada Gillies Bay Airport,,CA,CA-BC,YGB,"49.69419860839844, -124.51799774169922"
16309,medium_airport,Goderich Airport,,CA,CA-ON,,"43.7668991089, -81.7106018066"
16310,medium_airport,Golden Airport,,CA,CA-BC,,"51.299196, -116.982002"
16311,medium_airport,Fort Good Hope Airport,,CA,CA-NT,YGH,"66.24079895019531, -128.6510009765625"
16312,medium_airport,Kingston Norman Rogers Airport,,CA,CA-ON,YGK,"44.22529983520508, -76.5969009399414"
16313,medium_airport,La Grande Rivière Airport,,CA,CA-QC,YGL,"53.625301361083984, -77.7042007446289"
16314,medium_airport,Gimli Industrial Park Airport,,CA,CA-MB,YGM,"50.62810134887695, -97.04329681396484"
16315,medium_airport,Gods Lake Narrows Airport,,CA,CA-MB,YGO,"54.55889892578125, -94.49140167236328"
16316,medium_airport,Gaspé (Michel-Pouliot) Airport,,CA,CA-QC,YGP,"48.7752990723, -64.4785995483"
16317,medium_airport,Geraldton Greenstone Regional Airport,,CA,CA-ON,YGQ,"49.77830123901367, -86.93939971923828"
16318,medium_airport,Îles-de-la-Madeleine Airport,,CA,CA-QC,YGR,"47.42470169067383, -61.778099060058594"
16319,medium_airport,Igloolik Airport,,CA,CA-NU,YGT,"69.3647003174, -81.8161010742"
16320,medium_airport,Havre St Pierre Airport,,CA,CA-QC,YGV,"50.281898498535156, -63.61140060424805"
16321,medium_airport,Kuujjuarapik Airport,,CA,CA-QC,YGW,"55.281898498535156, -77.76529693603516"
16322,medium_airport,Gillam Airport,,CA,CA-MB,YGX,"56.35749816894531, -94.71060180664062"
16323,medium_airport,Grise Fiord Airport,,CA,CA-NU,YGZ,"76.4261016846, -82.90920257570001"
16324,medium_airport,Quaqtaq Airport,,CA,CA-QC,YQC,"61.0463981628418, -69.6177978515625"
16327,medium_airport,Dryden Regional Airport,,CA,CA-ON,YHD,"49.831699, -92.744202"
16328,medium_airport,Hope Airport,,CA,CA-BC,YHE,"49.3683013916, -121.498001099"
16329,medium_airport,Hearst René Fontaine Municipal Airport,,CA,CA-ON,YHF,"49.71419906616211, -83.68609619140625"
16330,medium_airport,Nemiscau Airport,,CA,CA-QC,YNS,"51.69110107421875, -76.1355972290039"
16331,medium_airport,Ulukhaktok Holman Airport,,CA,CA-NT,YHI,"70.76280212402344, -117.80599975585938"
16332,medium_airport,Gjoa Haven Airport,,CA,CA-NU,YHK,"68.635597229, -95.84970092770001"
16333,medium_airport,John C. Munro Hamilton International Airport,,CA,CA-ON,YHM,"43.173599243199995, -79.93499755859999"
16334,medium_airport,Hornepayne Municipal Airport,,CA,CA-ON,YHN,"49.19309997558594, -84.75890350341797"
