,type,name,iso_country,iata_code
6187,medium_airport,Aleknagik / New Airport,US,WKK
10435,medium_airport,Honiara International Airport,SB,HIR
10440,medium_airport,Munda Airport,SB,MUA
10462,medium_airport,Hongyuan Airport,CN,AHJ
10686,medium_airport,Nauru International Airport,NR,INU
11648,medium_airport,Alxa Left Banner Bayanhot Airport,CN,AXF
11652,medium_airport,Buka Airport,PG,BUA
11659,medium_airport,Chimbu Airport,PG,CMU
11668,medium_airport,Daru Airport,PG,DAU
11691,medium_airport,Goroka Airport,PG,GKA
11698,medium_airport,Gurney Airport,PG,GUR
11702,medium_airport,Girua Airport,PG,PNP
11711,medium_airport,Kimbe Airport,PG,HKN
11739,medium_airport,Kerema Airport,PG,KMA
11744,medium_airport,Kavieng Airport,PG,KVG
11761,medium_airport,Madang Airport,PG,MAG
11762,medium_airport,Mount Hagen Kagamuga Airport,PG,HGU
11765,medium_airport,Mendi Airport,PG,MDU
11766,medium_airport,Momote Airport,PG,MAS
11778,medium_airport,Nadzab Airport,PG,LAE
11800,large_airport,Port Moresby Jacksons International Airport,PG,POM
11839,medium_airport,Tokua Airport,PG,RAB
11869,medium_airport,Vanimo Airport,PG,VAI
11873,medium_airport,Wapenamanda Airport,PG,WBM
11875,medium_airport,Wewak International Airport,PG,WWK
11911,medium_airport,Zabrat Airport,AZ,ZXT
12049,medium_airport,Benguera Island Airport,MZ,BCW
12140,medium_airport,Bezmer Air Base,BG,JAM
12141,medium_airport,Aasiaat Airport,GL,JEG
12149,medium_airport,Narsarsuaq Airport,GL,UAK
12159,medium_airport,Godthaab / Nuuk Airport,GL,GOH
12197,medium_airport,Kangerlussuaq Airport,GL,SFJ
12206,medium_airport,Thule Air Base,GL,THU
12220,medium_airport,Akureyri Airport,IS,AEY
12231,medium_airport,Egilsstaðir Airport,IS,EGS
12247,medium_airport,Hornafjörður Airport,IS,HFN
12251,medium_airport,Húsavík Airport,IS,HZK
12257,medium_airport,Ísafjörður Airport,IS,IFJ
12261,large_airport,Keflavik International Airport,IS,KEF
12277,medium_airport,Reykjavik Airport,IS,RKV
12284,medium_airport,Siglufjörður Airport,IS,SIJ
12301,medium_airport,Vestmannaeyjar Airport,IS,VEY
12308,large_airport,Priština International Airport,XK,PRN
12902,medium_airport,Big Creek Airport,BZ,BGK
12903,medium_airport,Caye Caulker Airport,BZ,CUK
12904,medium_airport,Caye Chapel Airport,BZ,CYC
12905,medium_airport,Corozal Municipal Airport,BZ,CZH
12906,medium_airport,Dangriga Airport,BZ,DGA
12910,medium_airport,Placencia Airport,BZ,PLJ
12911,medium_airport,Punta Gorda Airport,BZ,PND
12912,medium_airport,Sartaneja Airport,BZ,SJX
12913,medium_airport,San Pedro Airport,BZ,SPR
12917,medium_airport,Belize City Municipal Airport,BZ,TZA
12918,medium_airport,Bazaruto Island Airport,MZ,BZB
15086,medium_airport,Yinchuan Hedong International Airport,CN,INC
15087,medium_airport,Yuanmou Air Base,CN,YUA
15099,medium_airport,Zhangjiakou Ningyuan Airport,CN,ZQZ
15102,medium_airport,Baoshan Yunduan Airport,CN,BSD
15115,medium_airport,Lintsang Airfield,CN,LNJ
15121,medium_airport,Shigatse Air Base,CN,RKZ
15125,medium_airport,Bao'anying Airport,CN,PZI
15136,medium_airport,Foshan Shadi Airport,CN,FUO
15143,medium_airport,Huizhou Airport,CN,HUZ
15154,medium_airport,Shaoguan Guitou Airport,CN,HSC
15156,medium_airport,Jinggangshan Airport,CN,JGS
15157,medium_airport,Baise Youjiang Airport,CN,AEB
15163,medium_airport,Dongying Shengli Airport,CN,DOY
15173,medium_airport,Xingcheng Air Base,CN,XEN
15178,medium_airport,Altay Air Base,CN,AAT
15185,medium_airport,Tianshui Maijishan Airport,CN,THQ
15195,medium_airport,Zhangye Ganzhou Airport,CN,YZY
15216,medium_airport,Dandong Airport,CN,DDG
16207,medium_airport,Lefkoniko Airport,CY,GEC
16216,medium_airport,Cat Lake Airport,CA,YAC
16218,medium_airport,Fort Frances Municipal Airport,CA,YAG
16219,medium_airport,La Grande-4 Airport,CA,YAH
16220,medium_airport,Alert Bay Airport,CA,YAL
16221,medium_airport,Sault Ste Marie Airport,CA,YAM
16222,medium_airport,Kasabonika Airport,CA,XKS
16223,medium_airport,Kangirsuk Airport,CA,YKG
16224,medium_airport,Attawapiskat Airport,CA,YAT
16229,medium_airport,St. Anthony Airport,CA,YAY
16230,medium_airport,Tofino / Long Beach Airport,CA,YAZ
16233,medium_airport,Kugaaruk Airport,CA,YBB
16234,medium_airport,Baie Comeau Airport,CA,YBC
16235,medium_airport,Bella Coola Airport,CA,QBC
16236,medium_airport,Uranium City Airport,CA,YBE
16237,medium_airport,Bonnyville Airport,CA,YBY
16238,medium_airport,CFB Bagotville,CA,YBG
16239,medium_airport,Baker Lake Airport,CA,YBK
16240,medium_airport,Campbell River Airport,CA,YBL
16243,medium_airport,Tadoule Lake Airport,CA,XTL
16244,medium_airport,Brandon Municipal Airport,CA,YBR
16245,medium_airport,Brochet Airport,CA,YBT
16247,medium_airport,Berens River Airport,CA,YBV
16249,medium_airport,Lourdes de Blanc Sablon Airport,CA,YBX
16250,medium_airport,Cartwright Airport,CA,YRF
16251,medium_airport,Cambridge Bay Airport,CA,YCB
16252,medium_airport,Cornwall Regional Airport,CA,YCC
16253,medium_airport,Nanaimo Airport,CA,YCD
16254,medium_airport,Centralia / James T. Field Memorial Aerodrome,CA,YCE
16255,medium_airport,Castlegar/West Kootenay Regional Airport,CA,YCG
16256,medium_airport,Miramichi Airport,CA,YCH
16258,medium_airport,Charlo Airport,CA,YCL
16259,medium_airport,Cochrane Airport,CA,YCN
16260,medium_airport,Kugluktuk Airport,CA,YCO
16262,medium_airport,Chetwynd Airport,CA,YCQ
16263,medium_airport,Cross Lake (Charlie Sinclair Memorial) Airport,CA,YCR
16264,medium_airport,Chesterfield Inlet Airport,CA,YCS
16269,medium_airport,Clyde River Airport,CA,YCY
16272,medium_airport,Dawson City Airport,CA,YDA
16273,medium_airport,Burwash Airport,CA,YDB
16275,medium_airport,Deer Lake Airport,CA,YDF
16278,medium_airport,Ross River Airport,CA,XRR
16279,medium_airport,Dauphin Barker Airport,CA,YDN
16280,medium_airport,Dolbeau St Felicien Airport,CA,YDO
16281,medium_airport,Nain Airport,CA,YDP
16282,medium_airport,Dawson Creek Airport,CA,YDQ
16286,large_airport,Edmonton International Airport,CA,YEG
16287,medium_airport,Arviat Airport,CA,YEK
16288,medium_airport,Elliot Lake Municipal Airport,CA,YEL
16289,medium_airport,Manitoulin East Municipal Airport,CA,YEM
16290,medium_airport,Estevan Airport,CA,YEN
16291,medium_airport,Fort Severn Airport,CA,YER
16293,medium_airport,Edson Airport,CA,YET
16295,medium_airport,Inuvik Mike Zubko Airport,CA,YEV
16296,medium_airport,Amos/Magny Airport,CA,YEY
16297,medium_airport,Fort Albany Airport,CA,YFA
16298,medium_airport,Iqaluit Airport,CA,YFB
16299,medium_airport,Fredericton Airport,CA,YFC
16301,medium_airport,Forestville Airport,CA,YFE
16302,medium_airport,Fort Hope Airport,CA,YFH
16303,medium_airport,La Macaza / Mont-Tremblant International Inc Airport,CA,YTM
16304,medium_airport,Flin Flon Airport,CA,YFO
16305,medium_airport,Fort Resolution Airport,CA,YFR
16306,medium_airport,Fort Simpson Airport,CA,YFS
16307,medium_airport,Makkovik Airport,CA,YMN
16308,medium_airport,Texada Gillies Bay Airport,CA,YGB
16311,medium_airport,Fort Good Hope Airport,CA,YGH
16312,medium_airport,Kingston Norman Rogers Airport,CA,YGK
16313,medium_airport,La Grande Rivière Airport,CA,YGL
16314,medium_airport,Gimli Industrial Park Airport,CA,YGM
16315,medium_airport,Gods Lake Narrows Airport,CA,YGO
16316,medium_airport,Gaspé (Michel-Pouliot) Airport,CA,YGP
16317,medium_airport,Geraldton Greenstone Regional Airport,CA,YGQ
16318,medium_airport,Îles-de-la-Madeleine Airport,CA,YGR
16319,medium_airport,Igloolik Airport,CA,YGT
16320,medium_airport,Havre St Pierre Airport,CA,YGV
16321,medium_airport,Kuujjuarapik Airport,CA,YGW
16322,medium_airport,Gillam Airport,CA,YGX
16323,medium_airport,Grise Fiord Airport,CA,YGZ
16324,medium_airport,Quaqtaq Airport,CA,YQC
16327,medium_airport,Dryden Regional Airport,CA,YHD
16328,medium_airport,Hope Airport,CA,YHE
16329,medium_airport,Hearst René Fontaine Municipal Airport,CA,YHF
16330,medium_airport,Nemiscau Airport,CA,YNS
16331,medium_airport,Ulukhaktok Holman Airport,CA,YHI
16332,medium_airport,Gjoa Haven Airport,CA,YHK
16333,medium_airport,John C. Munro Hamilton International Airport,CA,YHM
16334,medium_airport,Hornepayne Municipal Airport,CA,YHN
16335,medium_airport,Hopedale Airport,CA,YHO
16336,medium_airport,Chevery Airport,CA,YHR
16338,medium_airport,Haines Junction Airport,CA,YHT
16339,medium_airport,Montréal / Saint-Hubert Airport,CA,YHU
16340,medium_airport,Hay River / Merlyn Carter Airport,CA,YHY
16341,large_airport,Halifax / Stanfield International Airport,CA,YHZ
16342,medium_airport,Atikokan Municipal Airport,CA,YIB
16343,medium_airport,Digby / Annapolis Regional Airport,CA,YDG
16344,medium_airport,St Augustin Airport,CA,YIF
16345,medium_airport,Ivujivik Airport,CA,YIK
16346,medium_airport,Pond Inlet Airport,CA,YIO
16347,medium_airport,Island Lake Airport,CA,YIV
16349,medium_airport,Fort Liard Airport,CA,YJF
16351,medium_airport,St Jean Airport,CA,YJN
16354,medium_airport,Stephenville Airport,CA,YJT
16355,medium_airport,Kamloops Airport,CA,YKA
16357,medium_airport,Aklavik/Freddie Carmichael Airport,CA,LAK
16358,medium_airport,Waterloo Airport,CA,YKF
16359,medium_airport,Kangiqsujuaq (Wakeham Bay) Airport,CA,YWB
16360,medium_airport,Key Lake Airport,CA,YKJ
16361,medium_airport,Schefferville Airport,CA,YKL
16363,medium_airport,Akulivik Airport,CA,AKV
16364,medium_airport,Waskaganish Airport,CA,YKQ
16365,medium_airport,Kirkland Lake Airport,CA,YKX
16366,medium_airport,Kindersley Airport,CA,YKY
16367,medium_airport,Buttonville Municipal Airport,CA,YKZ
16368,medium_airport,Aupaluk Airport,CA,YPJ
16370,medium_airport,Kimmirut Airport,CA,YLC
16371,medium_airport,Chapleau Airport,CA,YLD
16372,medium_airport,Lansdowne House Airport,CA,YLH
16374,medium_airport,Meadow Lake Airport,CA,YLJ
16375,medium_airport,Lutselk'e Airport,CA,YSG
16376,medium_airport,Lloydminster Airport,CA,YLL
16378,medium_airport,Leaf Rapids Airport,CA,YLR
16380,medium_airport,Alert Airport,CA,YLT
16381,medium_airport,Kangiqsualujjuaq (Georges River) Airport,CA,XGR
16382,medium_airport,Kelowna International Airport,CA,YLW
16384,medium_airport,Mayo Airport,CA,YMA
16385,medium_airport,Matane Airport,CA,YME
16386,medium_airport,Manitouwadge Airport,CA,YMG
16387,medium_airport,Mary's Harbour Airport,CA,YMH
16388,medium_airport,Moose Jaw Air Vice Marshal C. M. McEwen Airport,CA,YMJ
16389,medium_airport,Charlevoix Airport,CA,YML
16390,medium_airport,Fort McMurray Airport,CA,YMM
16391,medium_airport,Moosonee Airport,CA,YMO
16392,medium_airport,Chapais Airport,CA,YMT
16393,medium_airport,Umiujaq Airport,CA,YUD
16395,medium_airport,Montreal International (Mirabel) Airport,CA,YMX
16398,medium_airport,Natashquan Airport,CA,YNA
16399,medium_airport,Wemindji Airport,CA,YNC
16400,medium_airport,Ottawa / Gatineau Airport,CA,YND
16401,medium_airport,Norway House Airport,CA,YNE
16404,medium_airport,Points North Landing Airport,CA,YNL
16405,medium_airport,Matagami Airport,CA,YNM
16408,medium_airport,Ekati Airport,CA,YOA
16409,medium_airport,Old Crow Airport,CA,YOC
16410,medium_airport,CFB Cold Lake,CA,YOD
16411,medium_airport,Oxford House Airport,CA,YOH
16412,medium_airport,High Level Airport,CA,YOJ
16413,medium_airport,Toronto/Oshawa Executive Airport,CA,YOO
16414,medium_airport,Rainbow Lake Airport,CA,YOP
16415,medium_airport,Owen Sound / Billy Bishop Regional Airport,CA,YOS
16416,large_airport,Ottawa Macdonald-Cartier International Airport,CA,YOW
16419,medium_airport,Prince Albert Glass Field,CA,YPA
16420,medium_airport,Paulatuk (Nora Aliqatchialuk Ruben) Airport,CA,YPC
16421,medium_airport,Port Hawkesbury Airport,CA,YPS
16422,medium_airport,Peace River Airport,CA,YPE
16423,medium_airport,Southport Airport,CA,YPG
16424,medium_airport,Inukjuak Airport,CA,YPH
16426,medium_airport,Pickle Lake Airport,CA,YPL
16427,medium_airport,Pikangikum Airport,CA,YPM
16428,medium_airport,Port Menier Airport,CA,YPN
16429,medium_airport,Peawanuck Airport,CA,YPO
16431,medium_airport,Peterborough Airport,CA,YPQ
16432,medium_airport,Prince Rupert Airport,CA,YPR
16436,medium_airport,Powell River Airport,CA,YPW
16437,medium_airport,Puvirnituq Airport,CA,YPX
16438,medium_airport,Fort Chipewyan Airport,CA,YPY
16440,medium_airport,Muskoka Airport,CA,YQA
16441,medium_airport,Quebec Jean Lesage International Airport,CA,YQB
16442,medium_airport,The Pas Airport,CA,YQD
16443,medium_airport,Red Deer Regional Airport,CA,YQF
16444,medium_airport,Windsor Airport,CA,YQG
16445,medium_airport,Watson Lake Airport,CA,YQH
16446,medium_airport,Yarmouth Airport,CA,YQI
16447,medium_airport,Kenora Airport,CA,YQK
16448,medium_airport,Lethbridge County Airport,CA,YQL
16449,medium_airport,Greater Moncton International Airport,CA,YQM
16450,medium_airport,Nakina Airport,CA,YQN
16451,medium_airport,Comox Airport,CA,YQQ
16452,medium_airport,Regina International Airport,CA,YQR
16453,medium_airport,St Thomas Municipal Airport,CA,YQS
16454,medium_airport,Thunder Bay Airport,CA,YQT
16455,medium_airport,Grande Prairie Airport,CA,YQU
16456,medium_airport,Yorkton Municipal Airport,CA,YQV
16457,medium_airport,North Battleford Airport,CA,YQW
16458,medium_airport,Gander International Airport,CA,YQX
16459,medium_airport,Sydney / J.A. Douglas McCurdy Airport,CA,YQY
16460,medium_airport,Quesnel Airport,CA,YQZ
16461,medium_airport,Rae Lakes Airport,CA,YRA
16462,medium_airport,Resolute Bay Airport,CA,YRB
16464,medium_airport,Rivière-du-Loup Airport,CA,YRI
16465,medium_airport,Roberval Airport,CA,YRJ
16466,medium_airport,Red Lake Airport,CA,YRL
16468,medium_airport,Ottawa / Rockcliffe Airport,CA,YRO
16470,medium_airport,Trois-Rivières Airport,CA,YRQ
16471,medium_airport,Red Sucker Lake Airport,CA,YRS
16472,medium_airport,Rankin Inlet Airport,CA,YRT
16473,medium_airport,Revelstoke Airport,CA,YRV
16476,medium_airport,Sudbury Airport,CA,YSB
16477,medium_airport,Sherbrooke Airport,CA,YSC
16480,medium_airport,Stony Rapids Airport,CA,YSF
16482,medium_airport,Smiths Falls-Montague (Russ Beach) Airport,CA,YSH
16483,medium_airport,Saint John Airport,CA,YSJ
16484,medium_airport,Sanikiluaq Airport,CA,YSK
16485,medium_airport,St Leonard Airport,CA,YSL
16486,medium_airport,Fort Smith Airport,CA,YSM
16487,medium_airport,Niagara District Airport,CA,YCM
16488,medium_airport,Marathon Airport,CA,YSP
16491,medium_airport,St. Theresa Point Airport,CA,YST
16492,medium_airport,Summerside Airport,CA,YSU
16494,medium_airport,Sachs Harbour (David Nasogaluak Jr. Saaryuaq) Airport,CA,YSY
16496,medium_airport,Pembroke Airport,CA,YTA
16497,medium_airport,Cape Dorset Airport,CA,YTE
16498,medium_airport,Alma Airport,CA,YTF
16499,medium_airport,Thompson Airport,CA,YTH
16500,medium_airport,Big Trout Lake Airport,CA,YTL
16502,medium_airport,Tasiujaq Airport,CA,YTQ
16503,medium_airport,CFB Trenton,CA,YTR
16504,medium_airport,Timmins/Victor M. Power,CA,YTS
16505,medium_airport,Billy Bishop Toronto City Centre Airport,CA,YTZ
16506,medium_airport,Tuktoyaktuk Airport,CA,YUB
16507,large_airport,Montreal / Pierre Elliott Trudeau International Airport,CA,YUL
16508,medium_airport,Repulse Bay Airport,CA,YUT
16509,medium_airport,Hall Beach Airport,CA,YUX
16510,medium_airport,Rouyn Noranda Airport,CA,YUY
16511,medium_airport,Bonaventure Airport,CA,YVB
16512,medium_airport,La Ronge Airport,CA,YVC
16515,medium_airport,Vernon Airport,CA,YVE
16517,medium_airport,Qikiqtarjuaq Airport,CA,YVM
16518,medium_airport,Val-d'Or Airport,CA,YVO
16519,medium_airport,Kuujjuaq Airport,CA,YVP
16520,medium_airport,Norman Wells Airport,CA,YVQ
16521,large_airport,Vancouver International Airport,CA,YVR
16523,medium_airport,Wiarton Airport,CA,YVV
16524,medium_airport,Deer Lake Airport,CA,YVZ
16525,medium_airport,Petawawa Airport,CA,YWA
16526,large_airport,Winnipeg / James Armstrong Richardson International Airport,CA,YWG
16528,medium_airport,Déline Airport,CA,YWJ
16529,medium_airport,Wabush Airport,CA,YWK
16530,medium_airport,Williams Lake Airport,CA,YWL
16532,medium_airport,Webequie Airport,CA,YWP
16534,medium_airport,Wrigley Airport,CA,YWY
16535,medium_airport,Cranbrook/Canadian Rockies International Airport,CA,YXC
16537,medium_airport,Saskatoon John G. Diefenbaker International Airport,CA,YXE
16538,medium_airport,Medicine Hat Airport,CA,YXH
16540,medium_airport,Fort St John Airport,CA,YXJ
16541,medium_airport,Rimouski Airport,CA,YXK
16542,medium_airport,Sioux Lookout Airport,CA,YXL
16543,medium_airport,Whale Cove Airport,CA,YXN
16544,medium_airport,Pangnirtung Airport,CA,YXP
16545,medium_airport,Beaver Creek Airport,CA,YXQ
16546,medium_airport,Earlton (Timiskaming Regional) Airport,CA,YXR
16547,medium_airport,Prince George Airport,CA,YXS
16548,medium_airport,Northwest Regional Airport Terrace-Kitimat,CA,YXT
16549,medium_airport,London Airport,CA,YXU
16550,medium_airport,Abbotsford Airport,CA,YXX
16551,medium_airport,Whitehorse / Erik Nielsen International Airport,CA,YXY
16552,medium_airport,Wawa Airport,CA,YXZ
16553,medium_airport,North Bay Jack Garland Airport,CA,YYB
16554,large_airport,Calgary International Airport,CA,YYC
16555,medium_airport,Smithers Airport,CA,YYD
16556,medium_airport,Fort Nelson Airport,CA,YYE
16557,medium_airport,Penticton Airport,CA,YYF
16558,medium_airport,Charlottetown Airport,CA,YYG
16559,medium_airport,Taloyoak Airport,CA,YYH
16560,large_airport,Victoria International Airport,CA,YYJ
16561,medium_airport,Lynn Lake Airport,CA,YYL
16563,medium_airport,Swift Current Airport,CA,YYN
16565,medium_airport,Churchill Airport,CA,YYQ
16566,medium_airport,Goose Bay Airport,CA,YYR
16567,large_airport,St. John's International Airport,CA,YYT
16568,medium_airport,Kapuskasing Airport,CA,YYU
16569,medium_airport,Armstrong Airport,CA,YYW
16570,medium_airport,Mont Joli Airport,CA,YYY
16571,large_airport,Lester B. Pearson International Airport,CA,YYZ
16572,medium_airport,Downsview Airport,CA,YZD
16573,medium_airport,Gore Bay Manitoulin Airport,CA,YZE
16574,medium_airport,Yellowknife Airport,CA,YZF
16575,medium_airport,Salluit Airport,CA,YZG
16576,medium_airport,Slave Lake Airport,CA,YZH
16577,medium_airport,Sandspit Airport,CA,YZP
16578,medium_airport,Chris Hadfield Airport,CA,YZR
16579,medium_airport,Coral Harbour Airport,CA,YZS
16580,medium_airport,Port Hardy Airport,CA,YZT
16581,medium_airport,Whitecourt Airport,CA,YZU
16582,medium_airport,Sept-Îles Airport,CA,YZV
16583,medium_airport,Teslin Airport,CA,YZW
16584,medium_airport,CFB Greenwood,CA,YZX
16749,medium_airport,York Landing Airport,CA,ZAC
16750,medium_airport,Shuswap Regional Airport,CA,YSN
16752,medium_airport,Boundary Bay Airport,CA,YDT
16753,medium_airport,Ilford Airport,CA,ILF
16754,medium_airport,Bathurst Airport,CA,ZBF
16755,medium_airport,Bromont (Roland Desourdy) Airport,CA,ZBM
16756,medium_airport,Kelsey Airport,CA,KES
16757,medium_airport,Eastmain River Airport,CA,ZEM
16758,medium_airport,Faro Airport,CA,ZFA
16759,medium_airport,Fond-Du-Lac Airport,CA,ZFD
16760,medium_airport,Pukatawagan Airport,CA,XPK
16761,medium_airport,Fort Mcpherson Airport,CA,ZFM
16762,medium_airport,Tulita Airport,CA,ZFN
16763,medium_airport,Grand Forks Airport,CA,ZGF
16764,medium_airport,Gods River Airport,CA,ZGI
16765,medium_airport,Little Grand Rapids Airport,CA,ZGR
16768,medium_airport,Jenpeg Airport,CA,ZJG
16769,medium_airport,Swan River Airport,CA,ZJN
16771,medium_airport,Kashechewan Airport,CA,ZKE
16772,medium_airport,Thicket Portage Airport,CA,YTD
16773,medium_airport,Muskrat Dam Airport,CA,MSA
16775,medium_airport,Pikwitonei Airport,CA,PIW
16776,medium_airport,Masset Airport,CA,ZMT
16778,medium_airport,Poplar River Airport,CA,XPP
16781,medium_airport,Sachigo Lake Airport,CA,ZPB
16782,medium_airport,Pincher Creek Airport,CA,WPC
16784,medium_airport,Round Lake (Weagamow Lake) Airport,CA,ZRJ
16785,medium_airport,Sandy Lake Airport,CA,ZSJ
16786,medium_airport,South Indian Lake Airport,CA,XSI
16787,medium_airport,Stewart Airport,CA,ZST
16790,medium_airport,Shamattawa Airport,CA,ZTM
16791,medium_airport,Ignace Municipal Airport,CA,ZUC
16794,medium_airport,Lac Brochet Airport,CA,XLB
16795,medium_airport,Wollaston Lake Airport,CA,ZWL
16840,medium_airport,Blida Airport,DZ,QLD
16841,medium_airport,Bou Saada Airport,DZ,BUJ
16842,medium_airport,Soummam Airport,DZ,BJA
16844,large_airport,Houari Boumediene Airport,DZ,ALG
16845,medium_airport,Djanet Inedbirene Airport,DZ,DJG
16849,medium_airport,Illizi Takhamalt Airport,DZ,VVZ
16851,medium_airport,Ain Arnat Airport,DZ,QSF
16852,medium_airport,Aguenar – Hadj Bey Akhamok Airport,DZ,TMR
16853,medium_airport,Jijel Ferhat Abbas Airport,DZ,GJL
16856,medium_airport,Mecheria Airport,DZ,MZW
16858,medium_airport,Rabah Bitat Airport,DZ,AAE
16859,medium_airport,Mohamed Boudiaf International Airport,DZ,CZL
16862,medium_airport,Cheikh Larbi Tébessi Airport,DZ,TEE
16863,medium_airport,Batna Airport,DZ,BLJ
16865,medium_airport,Hassi R'Mel Airport,DZ,HRM
16869,medium_airport,Bou Chekif Airport,DZ,TID
16872,medium_airport,Tindouf Airport,DZ,TIN
16873,medium_airport,Ech Cheliff Airport,DZ,CFK
16874,medium_airport,Tafaraoui Airport,DZ,TAF
16875,medium_airport,Zenata – Messali El Hadj Airport,DZ,TLM
16876,medium_airport,Es Senia Airport,DZ,ORN
16877,medium_airport,Béchar Boudghene Ben Ali Lotfi Airport,DZ,CBH
16879,medium_airport,Ghriss Airport,DZ,MUW
16883,medium_airport,Touat Cheikh Sidi Mohamed Belkebir Airport,DZ,AZR
16884,medium_airport,Biskra Airport,DZ,BSK
16885,medium_airport,El Golea Airport,DZ,ELG
16886,medium_airport,Noumérat - Moufdi Zakaria Airport,DZ,GHA
16887,medium_airport,Oued Irara Airport,DZ,HME
16888,medium_airport,In Salah Airport,DZ,INZ
16889,medium_airport,Touggourt Sidi Madhi Airport,DZ,TGR
16890,medium_airport,Laghouat Airport,DZ,LOO
16891,medium_airport,Guemar Airport,DZ,ELU
16892,medium_airport,Timimoun Airport,DZ,TMX
16893,medium_airport,Ain el Beida Airport,DZ,OGX
16894,medium_airport,In Aménas Airport,DZ,IAM
16895,medium_airport,Cadjehoun Airport,BJ,COO
16904,medium_airport,Baicheng Chang'an Airport,CN,DBC
17431,large_airport,Ouagadougou Airport,BF,OUA
17440,medium_airport,Bobo Dioulasso Airport,BF,BOY
17446,large_airport,Kotoka International Airport,GH,ACC
17448,medium_airport,Tamale Airport,GH,TML
17453,medium_airport,Kumasi Airport,GH,KMS
17454,medium_airport,Sunyani Airport,GH,NYI
17455,medium_airport,Takoradi Airport,GH,TKD
17459,medium_airport,Port Bouet Airport,CI,ABJ
17463,medium_airport,Bouaké Airport,CI,BYK
17468,medium_airport,Daloa Airport,CI,DJO
17473,medium_airport,Korhogo Airport,CI,HGO
17474,medium_airport,Man Airport,CI,MJC
17478,medium_airport,San Pedro Airport,CI,SPY
17483,medium_airport,Yamoussoukro Airport,CI,ASK
17530,large_airport,Nnamdi Azikiwe International Airport,NG,ABV
17531,large_airport,Akwa Ibom International Airport,NG,QUO
17532,medium_airport,Akure Airport,NG,AKR
17533,medium_airport,Asaba International Airport,NG,ABB
17535,medium_airport,Sir Abubakar Tafawa Balewa International Airport,NG,BCU
17536,medium_airport,Benin Airport,NG,BNI
17538,medium_airport,Margaret Ekpo International Airport,NG,CBQ
17540,medium_airport,Akanu Ibiam International Airport,NG,ENU
17544,medium_airport,Ibadan Airport,NG,IBA
17545,medium_airport,Ilorin International Airport,NG,ILR
17546,medium_airport,Sam Mbakwe International Airport,NG,QOW
17548,medium_airport,Yakubu Gowon Airport,NG,JOS
17549,medium_airport,Kaduna Airport,NG,KAD
17550,large_airport,Mallam Aminu International Airport,NG,KAN
17551,medium_airport,Maiduguri International Airport,NG,MIU
17552,medium_airport,Makurdi Airport,NG,MDI
17553,large_airport,Murtala Muhammed International Airport,NG,LOS
17554,medium_airport,Minna Airport,NG,MXJ
17556,medium_airport,Port Harcourt International Airport,NG,PHC
17557,medium_airport,Sadiq Abubakar III International Airport,NG,SKO
17558,medium_airport,Yola Airport,NG,YOL
17559,medium_airport,Zaria Airport,NG,ZAR
17577,medium_airport,Maradi Airport,NE,MFQ
17578,large_airport,Diori Hamani International Airport,NE,NIM
17580,medium_airport,Tahoua Airport,NE,THZ
17582,medium_airport,Mano Dayak International Airport,NE,AJY
17590,medium_airport,Zinder Airport,NE,ZND
17597,medium_airport,Tabarka 7 Novembre Airport,TN,TBJ
17598,medium_airport,Monastir Habib Bourguiba International Airport,TN,MIR
17599,large_airport,Tunis Carthage International Airport,TN,TUN
17602,medium_airport,Gafsa Ksar International Airport,TN,GAF
17603,medium_airport,Gabès Matmata International Airport,TN,GAE
17605,medium_airport,Djerba Zarzis International Airport,TN,DJE
17606,medium_airport,El Borma Airport,TN,EBM
17607,medium_airport,Sfax Thyna International Airport,TN,SFA
17608,medium_airport,Tozeur Nefta International Airport,TN,TOE
17617,medium_airport,Niamtougou International Airport,TG,LRL
17619,medium_airport,Lomé-Tokoin Airport,TG,LFW
17649,medium_airport,Antwerp International Airport (Deurne),BE,ANR
17659,large_airport,Brussels Airport,BE,BRU
17667,large_airport,Brussels South Charleroi Airport,BE,CRL
17700,medium_airport,Wevelgem Airport,BE,KJK
17706,large_airport,Liège Airport,BE,LGG
17736,medium_airport,Ostend-Bruges International Airport,BE,OST
17814,medium_airport,Altenburg-Nobitz Airport,DE,AOC
17818,medium_airport,Heringsdorf Airport,DE,HDF
17848,medium_airport,"Magdeburg ""City"" Airport",DE,ZMG
17849,medium_airport,Neubrandenburg Airport,DE,FNB
17864,medium_airport,Cottbus-Drewitz Airport,DE,CBU
17886,large_airport,Berlin-Schönefeld Airport,DE,SXF
17887,large_airport,Dresden Airport,DE,DRS
17888,medium_airport,Erfurt Airport,DE,ERF
17889,large_airport,Frankfurt am Main Airport,DE,FRA
17890,large_airport,Münster Osnabrück Airport,DE,FMO
17891,large_airport,Hamburg Airport,DE,HAM
17893,large_airport,Cologne Bonn Airport,DE,CGN
17894,large_airport,Düsseldorf Airport,DE,DUS
17895,large_airport,Munich Airport,DE,MUC
17896,large_airport,Nuremberg Airport,DE,NUE
17897,large_airport,Leipzig/Halle Airport,DE,LEJ
17898,medium_airport,Saarbrücken Airport,DE,SCN
17899,large_airport,Stuttgart Airport,DE,STR
17900,large_airport,Berlin-Tegel Airport,DE,TXL
17901,large_airport,Hannover Airport,DE,HAJ
17902,large_airport,Bremen Airport,DE,BRE
